sid,role,conversation,start_time,end_time
1728970612376203266,坐席,好的，了解了咱们情况，现在确实抱歉给咱们这边再来不便了，您这边我稍后会按照您看咱们这边情况给您再来，不便我们会把车相关部门这边进行反馈，咱们情况,374800,385610
1728970612376203266,坐席,这边会再推出到相关工作人员，再明天尽快帮助咱们解决您的问题的先生。,386000,390240
1728970612376203266,坐席,咱们是这个。,390620,392300
1728970612376203266,客户,东西我觉得我多对了的，,392300,394760
1728970612376203266,客户,你可以收回，但是你应该告知我，,394950,397680
1728970612376203266,客户,但是应该属于我对的，你不能控制我。,397990,401510
1728970612376203266,坐席,感谢您这边。,402570,404970
1728970612376203266,客户,本身我应该是一万两千多的积分。,404970,408160
1728970612376203266,客户,我六千多对。,408340,410070
1728970612376203266,客户,回跑六千多就这个价。,410340,412290
1728970612376203266,客户,对了，五百额度的电卡，它现在我五百额度电卡没有了，,412940,417190
1728970612376203266,客户,我的积分也没有了，要不然你把电话还给我，要把六千多积分再还给你，对吧？,417470,423220
1728970612376203266,坐席,好的，了解到咱们情况先生，,425750,427510
1728970612376203266,坐席,给您这边带来不便，会按照咱们要求的情况来催促您的问题的先生。,427830,431900
1728970612376203266,客户,对。,432290,432860
1728970612376203266,客户,我觉得我选择你们品牌，你们不能这么搞我对吧？,433550,436660
1728970612376203266,坐席,因为可能是由于系统这边故障的情况导致的，这边代表厂家进行推荐了，我们这边公司相关部门进行排查的没得问题的先生。,437890,445660
1728970612376203266,坐席,先生您了解一下，咱们这边使用的是大众的id四pro车辆行吗先生？,445990,450870
1728970612376203266,坐席,请问先生您贵姓怎样称呼您？,452150,454250
1728970612376203266,客户,我姓马。,454810,455360
1728970612376203266,坐席,您是车主对吗先生？,458100,459640
1728970612376203266,客户,你联系我就行，我是处理对象。,460030,462650
1728970612376203266,坐席,好的，先生，车辆是咱们最实用的吗先生？,463310,465830
1728970612376203266,坐席,感谢您的配合先生，咱们这边车架号您是否方便提供一下，才这样更好的帮助咱们进行核实您的问题。,468320,473970
1728970612376203266,客户,车架号我要看一下。,474690,477050
1728970612376203266,坐席,Lsv先生。,500810,503480
1728970612376203266,客户,lfv。,503850,505160
1728970612376203266,坐席,d。,506850,508530
1728970612376203266,客户,九亿。,510090,511170
1728970612376203266,客户,六一m,512580,513900
1728970612376203266,客户,50零,515350,516500
1728970612376203266,客户,六七八幺。,518020,519380
1728970612376203266,坐席,好的，先生辛苦到您了，我这边给您复述一下。,520850,523550
1728970612376203266,坐席,Suv,524090,525280
1728970612376203266,坐席,vb九e,525510,527020
1728970612376203266,坐席,六幺m,527280,528670
1728970612376203266,坐席,零零六七八幺对吗先生？,528940,531100
1728970612376203266,坐席,好的先生，感谢您的耐心回答您了，这边会把车型的相关部门这边给您反馈咱们的问题，,532550,538780
1728970612376203266,坐席,抽取的尽快帮助咱们解决的h您这边耐心担一下这张。,538910,542490
1728970612376203266,坐席,好的，先生，这边根据咱们的问题还有其他地方补充的吗先生？,543800,548240
1728970612376203266,客户,这个东西就是你们自己去看价格，,548980,552510
1728970612376203266,客户,我觉得不应该由消费者来承担。,552790,555810
1728970612376203266,坐席,名爵的先生给您这边带来不便，,556920,559290
1728970612376203266,坐席,我们这边会多出多少钱？,559980,561490
1728970612376203266,客户,但是你就是从后台随机的给我。,562220,565290
1728970612376203266,坐席,给您这边带来普遍协商，我们这边会向相关部门重新追踪的一个情况的负责我的要求。,570880,577240
1728970612376203266,客户,我对的商品你正常发给我。,578310,581010
1728970612376203266,客户,把给我扣走的积分你再发给我就行了。,581230,584310
1728970612376203266,客户,我也不会多多额外的要你的积分，你把我的积分还给我就行了。,585780,590620
1728970612376203266,客户,好吧？,590830,591300
1728970612376203266,坐席,是兑换的商品正常,592470,594620
1728970612376203266,坐席,发出这么写上。,595790,597070
1728970612376203266,客户,对我正常兑换的商品你正常发给我就行了。,597310,601020
1728970612376203266,客户,但是我之前的积分再返给我。,601230,603860
1728970612376203266,坐席,置换的商品正常发票，扣除的积分正常返还，积分先生，咱们这边是扣除了咱们哪一些积分先生？,607570,614520
1728970612376203266,客户,一共现在没有了，是有六千多的一个电卡的积分没有了。,615030,620330
1728970612376203266,坐席,对。,620520,622280
1728970612376203266,坐席,是除了一万二的积分之外，又多扣除了咱们一万二。,623400,626880
1728970612376203266,客户,不是我一共是一万二的积分，,626880,629660
1728970612376203266,客户,我六千多积分兑了个追捧，还有六千多积分，,629780,633770
1728970612376203266,客户,兑了个五百的一个电卡，现在积分也没有了，电卡也没有了，,634030,638410
1728970612376203266,客户,你就把五百块钱的电卡给我退回来就行了。,639730,642570
1728970612376203266,坐席,您这边的意思是电卡咱们不要了，要求扣返还扣除的积分。,643520,648320
1728970612376203266,客户,不是你把电卡给我就行，不用积分。,648320,650650
1728970612376203266,坐席,返还正常给他们返还电卡对吗先生？,651790,654460
